gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
Or88a,chr3R:9935007-9936545,warm,cold,NOTEST,0.260849,0.234728,-0.152222,0,1,1,no
twf,chr3R:9948261-9951270,warm,cold,OK,15.2337,10.4277,-0.546849,-1.4734,0.01215,0.0347059,yes
RpII140,chr3R:9951514-9955548,warm,cold,OK,14.3143,17.2202,0.26664,1.15271,0.01605,0.0443457,yes
CG3199,chr3R:9988430-9989347,warm,cold,OK,99.0203,109.241,0.141716,0.752002,0.19115,0.333146,no
CG43179,chr3R:10077104-10085713,warm,cold,NOTEST,1.32074,1.07907,-0.291554,0,1,1,no
CG14841,chr3R:10087112-10112625,warm,cold,OK,6.72561,2.08692,-1.68829,-0.545154,0.37345,0.545634,no
CG14839,chr3R:10087112-10112625,warm,cold,OK,13.5052,7.73988,-0.803132,-0.512286,0.29975,0.466681,no
trx,chr3R:10087112-10112625,warm,cold,OK,7.17107,15.4571,1.10801,1.00895,0.0828,0.174083,no
trx,chr3R:10087112-10112625,warm,cold,OK,0.590233,5.34702,3.17938,1.49968,0.0454,0.105823,no
trx,chr3R:10087112-10112625,warm,cold,OK,15.9505,42.2682,1.40597,0.360608,0.4924,0.660482,no
"CG12207,CG3259",chr3R:10114793-10134310,warm,cold,OK,44.0329,49.3452,0.164326,0.608668,0.21675,0.366469,no
"CG31321,RpII15",chr3R:10134775-10140134,warm,cold,OK,20.3314,23.7249,0.222697,0.774923,0.16745,0.30263,no
Crz,chr3R:10140575-10141438,warm,cold,OK,4.75042,2.83414,-0.745144,-1.65898,0.01065,0.030998,yes
pr-set7,chr3R:10141706-10152418,warm,cold,OK,6.4024,6.30967,-0.0210498,-0.0403503,0.92655,0.961361,no
CG3321,chr3R:10152668-10153457,warm,cold,OK,297.672,472.12,0.665429,2.84393,5.00E-05,0.000245228,yes
spn-B,chr3R:10153772-10198673,warm,cold,OK,1.60165,1.88211,0.232792,0.202484,0.68385,0.811801,no
CG34388,chr3R:10217404-10307435,warm,cold,OK,1.10149,0.718728,-0.615943,-0.318907,0.4642,0.634596,no
CR44177,chr3R:10322099-10334709,warm,cold,NOTEST,0.346118,0.807721,1.22259,0,1,1,no
mRpL11,chr3R:10337506-10339363,warm,cold,OK,10.3523,13.033,0.332214,0.914073,0.1237,0.23993,no
CG34273,chr3R:10339621-10383694,warm,cold,OK,3.19427,0.681194,-2.22935,-0.539657,0.49285,0.660845,no
Cyp313a1,chr3R:10339621-10383694,warm,cold,OK,203.048,151.146,-0.42588,-1.6572,0.00025,0.00109851,yes
CG14850,chr3R:10386703-10387243,warm,cold,NOTEST,0,0.246631,inf,0,1,1,no
CG14851,chr3R:10388061-10388567,warm,cold,NOTEST,0.126128,0,#NAME?,0,1,1,no
CG14852,chr3R:10391648-10393151,warm,cold,NOTEST,0.284455,0,#NAME?,0,1,1,no
CR44095,chr3R:10394683-10395593,warm,cold,OK,2.40833,4.83641,1.0059,0.402944,0.3603,0.53261,no
stumps,chr3R:10402938-10433821,warm,cold,OK,9.68043,19.0129,0.973836,3.7934,5.00E-05,0.000245228,yes
CG14853,chr3R:10435363-10481436,warm,cold,OK,6.40966,5.1969,-0.302598,-0.160895,0.74385,0.853539,no
His4r,chr3R:10435363-10481436,warm,cold,OK,419.626,258.835,-0.697074,-1.61984,0.02725,0.069597,no
Cad88C,chr3R:10435363-10481436,warm,cold,NOTEST,0.245964,0.274764,0.159744,0,1,1,no
CG3505,chr3R:10483178-10484950,warm,cold,OK,12.1629,21.3253,0.810078,3.18031,5.00E-05,0.000245228,yes
Hexim,chr3R:10485147-10488914,warm,cold,OK,13.8252,12.7346,-0.118543,-0.41465,0.41215,0.585108,no
CG3509,chr3R:10489164-10490544,warm,cold,OK,9.99834,4.34584,-1.20205,-3.54515,5.00E-05,0.000245228,yes
jvl,chr3R:10567248-10621590,warm,cold,OK,17.1101,16.8049,-0.0259666,-0.0467032,0.9136,0.955408,no
CG14855,chr3R:10622026-10624196,warm,cold,OK,1.7197,1.9808,0.203927,0.467917,0.36755,0.53995,no
CG14856,chr3R:10624707-10626885,warm,cold,NOTEST,0.473206,0.585452,0.307084,0,1,1,no
CG14857,chr3R:10627459-10701210,warm,cold,OK,6.03355,12.4858,1.0492,1.29843,0.0147,0.0410863,yes
CG3610,chr3R:10627459-10701210,warm,cold,OK,35.7874,35.7636,-0.000956577,-0.00191926,0.9961,0.997094,no
CG3631,chr3R:10705162-10711996,warm,cold,OK,2.72417,7.59458,1.47915,1.80268,0.0008,0.00318706,yes
"CG33331,CG33332,CG3731",chr3R:10712088-10719748,warm,cold,OK,253.47,336.553,0.409016,1.78472,0.0007,0.00281524,yes
CG14860,chr3R:10720505-10724090,warm,cold,NOTEST,0.430733,0.531194,0.302445,0,1,1,no
CG3817,chr3R:10724425-10726094,warm,cold,OK,3.14869,3.51609,0.159224,0.197035,0.68145,0.810173,no
CG3837,chr3R:10744401-10748026,warm,cold,OK,4.85816,2.32554,-1.06284,-3.25727,5.00E-05,0.000245228,yes
CG14861,chr3R:10840491-10841759,warm,cold,OK,71.2337,86.1113,0.273642,1.35953,0.00955,0.0281639,yes
RpL10Aa,chr3R:10863087-10863872,warm,cold,OK,118.841,139.083,0.226908,1.27739,0.03275,0.0806301,no
"CG3984,CG3987",chr3R:10960752-10973341,warm,cold,OK,29.4178,40.4093,0.457998,0.698188,0.16825,0.303482,no
Gyc88E,chr3R:10976096-11022039,warm,cold,OK,2.12211,2.21315,0.0606009,0.0113541,0.97825,0.98754,no
CG42542,chr3R:11022284-11034505,warm,cold,OK,28.3752,43.17,0.605402,1.52794,0.0043,0.014245,yes
CG4203,chr3R:11034925-11039380,warm,cold,OK,1.92975,1.27092,-0.602544,-0.610294,0.1919,0.334305,no
CG4210,chr3R:11039617-11044637,warm,cold,OK,8.69401,9.1279,0.0702621,0.117818,0.8446,0.915383,no
CG12241,chr3R:11044971-11048903,warm,cold,OK,16.3165,15.1339,-0.108549,-0.413937,0.3804,0.553054,no
Caf1,chr3R:11051297-11055264,warm,cold,OK,10.8748,8.97097,-0.277656,-0.69137,0.17135,0.307338,no
"CG34316,mRpS10",chr3R:11055340-11057523,warm,cold,OK,25.5927,21.6418,-0.241914,-0.869637,0.1281,0.246362,no
Hsc70-4,chr3R:11068339-11075124,warm,cold,OK,618.035,774.822,0.326176,1.21121,0.0145,0.0406716,yes
CG42404,chr3R:11075322-11090975,warm,cold,OK,2.65374,2.59782,-0.0307276,-0.039009,0.93065,0.963332,no
Set,chr3R:11075322-11090975,warm,cold,OK,19.8901,23.4369,0.236734,0.426035,0.32795,0.49844,no
Oscp,chr3R:11091265-11094355,warm,cold,OK,393.904,689.695,0.808113,4.31376,5.00E-05,0.000245228,yes
"CG4334,CG4338",chr3R:11094383-11104469,warm,cold,OK,10.6596,6.30485,-0.757614,-1.0011,0.0717,0.154709,no
Tm1,chr3R:11107092-11134501,warm,cold,OK,327.545,1129.58,1.78602,6.33743,5.00E-05,0.000245228,yes
"CG14866,Tm2",chr3R:11135831-11145791,warm,cold,OK,341.34,1204.01,1.81857,6.86287,5.00E-05,0.000245228,yes
CG44040,chr3R:11146099-11146413,warm,cold,NOTEST,0.935876,0.512641,-0.868368,0,1,1,no
ear,chr3R:11146477-11154042,warm,cold,OK,9.78895,7.89371,-0.310452,-0.861152,0.06355,0.140247,no
ea,chr3R:11154450-11156130,warm,cold,OK,4.45863,1.94272,-1.19852,-2.42881,5.00E-05,0.000245228,yes
mRpL9,chr3R:11156401-11158937,warm,cold,OK,21.8296,10.7685,-1.01946,-2.2834,0.0007,0.00281524,yes
Sra-1,chr3R:11158982-11173734,warm,cold,OK,12.7897,11.9544,-0.0974453,-0.195657,0.6821,0.810457,no
Aats-ser,chr3R:11158982-11173734,warm,cold,OK,3.61919,3.50473,-0.0463629,-0.0376734,0.93755,0.966496,no
CG31301,chr3R:11158982-11173734,warm,cold,OK,20.2549,23.7662,0.230643,0.324861,0.46405,0.634596,no
CG42726,chr3R:11173769-11176756,warm,cold,OK,2.37459,2.26708,-0.0668392,-0.113456,0.8041,0.890959,no
CG5038,chr3R:11176946-11182646,warm,cold,OK,2.24462,1.07124,-1.06719,-1.04702,0.0634,0.140046,no
CG6194,chr3R:11176946-11182646,warm,cold,NOTEST,0,0,0,0,1,1,no
"CG5044,Trax",chr3R:11182857-11193443,warm,cold,OK,65.1101,55.4558,-0.231543,-0.77603,0.13925,0.262887,no
CG5073,chr3R:11193519-11199973,warm,cold,OK,40.9979,45.1705,0.139829,0.439103,0.3175,0.486499,no
Rbp,chr3R:11200380-11232842,warm,cold,OK,6.2137,4.73971,-0.390656,-0.446872,0.34555,0.517537,no
Atx2,chr3R:11234143-11243015,warm,cold,OK,18.0524,22.6753,0.328928,1.35647,0.0017,0.00625981,yes
Act88F,chr3R:11265602-11302010,warm,cold,OK,90.197,3258.53,5.175,15.3175,5.00E-05,0.000245228,yes
"CG14870,Rh6",chr3R:11307603-11311281,warm,cold,OK,45.311,24.4874,-0.887821,-3.58148,5.00E-05,0.000245228,yes
CG5205,chr3R:11311771-11319032,warm,cold,OK,3.51772,7.35808,1.06469,4.15587,5.00E-05,0.000245228,yes
CG5213,chr3R:11320323-11321342,warm,cold,OK,23.564,13.9008,-0.761417,-3.00717,5.00E-05,0.000245228,yes
CG43335,chr3R:11461189-11462211,warm,cold,NOTEST,0.111164,0.489611,2.13895,0,1,1,no
CG43336,chr3R:11462889-11463903,warm,cold,OK,0,1.57645,inf,#NAME?,5.00E-05,0.000245228,yes
pxb,chr3R:11491904-11516235,warm,cold,OK,1.40779,0.92474,-0.60631,-0.93329,0.0471,0.109054,no
CR43849,chr3R:11491904-11516235,warm,cold,OK,10.6492,10.9293,0.0374632,0.0680925,0.8749,0.93347,no
CG31446,chr3R:11518807-11519916,warm,cold,OK,10.9638,7.58094,-0.532301,-1.33501,0.00355,0.0120336,yes
CG5399,chr3R:11520962-11522864,warm,cold,OK,208.347,250.827,0.267708,1.1506,0.0112,0.0323836,yes
CG5404,chr3R:11530397-11534156,warm,cold,OK,5.30193,2.94738,-0.847086,-2.62987,5.00E-05,0.000245228,yes
CG34274,chr3R:11557467-11558416,warm,cold,OK,27.6381,36.1718,0.388209,1.67976,0.0027,0.00938923,yes
CG4520,chr3R:11570375-11571745,warm,cold,OK,70.0281,73.0253,0.0604636,0.308688,0.5712,0.727934,no
CG12784,chr3R:11588836-11589286,warm,cold,OK,80.3036,100.826,0.328328,2.08796,0.0095,0.0280445,yes
CG4525,chr3R:11600096-11603362,warm,cold,OK,0.839359,1.77451,1.08006,2.02504,0.00025,0.00109851,yes
CG5614,chr3R:11605526-11606814,warm,cold,OK,253.275,296.76,0.228594,1.10796,0.02905,0.0732134,no
CG9590,chr3R:11612424-11614061,warm,cold,OK,22.9181,18.1896,-0.333378,-1.37762,0.00525,0.0168903,yes
CG9589,chr3R:11614171-11618301,warm,cold,OK,61.5114,62.9945,0.03437,0.163268,0.77165,0.872146,no
c(3)G,chr3R:11614171-11618301,warm,cold,OK,10.9528,10.1749,-0.106291,-0.215913,0.95135,0.973421,no
c(3)G,chr3R:11614171-11618301,warm,cold,OK,0.679438,6.71121,3.30416,1.81458,0.1975,0.341994,no
c(3)G,chr3R:11614171-11618301,warm,cold,NOTEST,0.0437689,0.701135,4.00171,0,1,1,no
Acyp2,chr3R:11618409-11619209,warm,cold,OK,61.1272,80.5171,0.397482,1.39936,0.00155,0.00577585,yes
"CG9593,wah",chr3R:11619496-11629375,warm,cold,OK,16.5984,16.8013,0.0175262,0.0545462,0.90095,0.948622,no
alpha-Man-IIb,chr3R:11629969-11658354,warm,cold,OK,11.4124,7.52225,-0.601369,-2.31346,5.00E-05,0.000245228,yes
CG4576,chr3R:11629969-11658354,warm,cold,OK,2.64469,2.53901,-0.0588324,-0.0708469,0.8762,0.93396,no
Arpc3A,chr3R:11660369-11662877,warm,cold,OK,11.4613,17.5073,0.611184,0.974262,0.0447,0.104377,no
spn-E,chr3R:11663158-11670138,warm,cold,OK,1.8021,1.99875,0.149424,0.422302,0.36455,0.537079,no
CG4546,chr3R:11670187-11679301,warm,cold,OK,246.957,263.79,0.0951292,0.361592,0.42815,0.600752,no
CG9632,chr3R:11683804-11697934,warm,cold,OK,99.3136,90.0259,-0.141651,-0.501267,0.2498,0.408613,no
CG3303,chr3R:11734155-11743526,warm,cold,OK,12.6861,10.0646,-0.33397,-1.14835,0.02985,0.0747198,no
"CG4221,blp",chr3R:11746619-11760678,warm,cold,OK,24.857,18.1083,-0.457001,-0.864222,0.0633,0.139852,no
CG34276,chr3R:11746619-11760678,warm,cold,OK,0.108003,3.20805,4.89255,1.30991,0.00295,0.0101748,yes
"CG5516,Sap47",chr3R:11760821-11791073,warm,cold,OK,65.3036,54.5272,-0.260186,-0.565116,0.18515,0.325133,no
Rbf2,chr3R:11791172-11798636,warm,cold,NOTEST,0.667989,0.681751,0.0294201,0,1,1,no
mor,chr3R:11791172-11798636,warm,cold,OK,2.46608,2.32714,-0.0836606,-0.0431471,0.92515,0.96094,no
Hel89B,chr3R:11799019-11809173,warm,cold,OK,15.6478,21.5501,0.461735,2.06008,5.00E-05,0.000245228,yes
srp,chr3R:11811873-11833795,warm,cold,OK,15.0251,13.8767,-0.114708,-0.356061,0.44525,0.616404,no
GATAe,chr3R:11834826-11844855,warm,cold,OK,5.37756,3.76341,-0.514911,-1.54901,0.0005,0.00207223,yes
pnr,chr3R:11851920-11867526,warm,cold,OK,0.655464,1.42244,1.11778,1.93945,5.00E-05,0.000245228,yes
CG10264,chr3R:11869219-11876415,warm,cold,NOTEST,0.189555,0.31504,0.732921,0,1,1,no
CG5013,chr3R:11869219-11876415,warm,cold,OK,4.6553,2.91133,-0.677194,-0.296878,0.5188,0.683255,no
msps,chr3R:11876522-11893316,warm,cold,OK,31.4972,36.0865,0.196235,0.825041,0.0679,0.147941,no
sxe2,chr3R:11894236-11924483,warm,cold,OK,32.5313,2.48035,-3.71321,-2.25678,0.00095,0.00372561,yes
Akt1,chr3R:11924686-11931377,warm,cold,OK,24.3727,29.2687,0.264093,1.07368,0.01285,0.0364587,yes
Sb,chr3R:11954450-11972577,warm,cold,NOTEST,0.0515812,0.579306,3.48941,0,1,1,no
CG5916,chr3R:11972740-11977064,warm,cold,OK,4.12562,4.2886,0.0558952,0.142978,0.76855,0.87039,no
CG6006,chr3R:11980783-11997493,warm,cold,OK,7.66915,18.3012,1.2548,3.96184,5.00E-05,0.000245228,yes
CG8925,chr3R:11997730-12006199,warm,cold,OK,5.37615,6.46129,0.26525,0.819437,0.07515,0.160773,no
"CG8927,sra",chr3R:12006713-12023519,warm,cold,OK,39.9518,81.8373,1.0345,3.11703,5.00E-05,0.000245228,yes
CG31287,chr3R:12023622-12030982,warm,cold,OK,127.516,156.58,0.296224,0.764732,0.08065,0.170503,no
tara,chr3R:12051370-12086023,warm,cold,OK,4.45947,2.69479,-0.726702,-2.25255,5.00E-05,0.000245228,yes
asun,chr3R:12089992-12092613,warm,cold,OK,2.76441,1.77384,-0.640096,-1.6504,0.00135,0.00509971,yes
Mst89B,chr3R:12092697-12098137,warm,cold,OK,69.3499,74.7106,0.107419,0.40092,0.3651,0.537755,no
gish,chr3R:12098173-12130577,warm,cold,OK,209.369,233.115,0.15499,0.632714,0.18145,0.320397,no
Zip3,chr3R:12131479-12134422,warm,cold,OK,4.7691,5.63974,0.241911,0.76492,0.12775,0.246009,no
CG44044,chr3R:12136089-12167710,warm,cold,OK,14.9711,19.8549,0.407319,0.440637,0.6734,0.804953,no
CG6901,chr3R:12136089-12167710,warm,cold,OK,2.18971,3.80077,0.795554,0.564659,0.30295,0.470177,no
CG17929,chr3R:12136089-12167710,warm,cold,OK,2.04891,1.71624,-0.255606,-0.145205,0.7748,0.873841,no
CG17930,chr3R:12136089-12167710,warm,cold,OK,5.58712,4.53144,-0.302136,-0.276015,0.5891,0.742025,no
pad,chr3R:12168039-12176523,warm,cold,OK,2.37529,1.81398,-0.388947,-0.443691,0.3376,0.508854,no
Manf,chr3R:12168039-12176523,warm,cold,OK,69.3784,97.9744,0.497919,1.54862,0.00065,0.00263026,yes
CG31279,chr3R:12256402-12258644,warm,cold,OK,7.63645,7.46426,-0.0329024,-0.0644405,0.88405,0.938182,no
CG17565,chr3R:12258719-12260462,warm,cold,OK,13.5352,10.1845,-0.410345,-1.54147,0.00385,0.0129098,yes
CG14881,chr3R:12260620-12262319,warm,cold,OK,3.36452,4.45576,0.405273,0.718356,0.2062,0.352923,no
CG14882,chr3R:12268928-12279543,warm,cold,OK,3.77051,3.36793,-0.1629,-0.150832,0.76165,0.865561,no
CG10405,chr3R:12280213-12281519,warm,cold,NOTEST,1.10181,0.628729,-0.809366,0,1,1,no
CG14883,chr3R:12281773-12295528,warm,cold,OK,9.23419,6.92634,-0.414892,-0.843466,0.0654,0.143659,no
CSN5,chr3R:12295820-12297128,warm,cold,OK,19.0536,29.5265,0.631951,2.23711,5.00E-05,0.000245228,yes
Gyc-89Da,chr3R:12298322-12301199,warm,cold,NOTEST,0.600244,0.728247,0.278879,0,1,1,no
"Dhfr,Gyc-89Db",chr3R:12302831-12308185,warm,cold,OK,15.5445,10.5904,-0.55365,-1.52713,0.0192,0.0516721,no
CG42342,chr3R:12328491-12397113,warm,cold,OK,3.8948,3.93682,0.0154828,0.0522924,0.9017,0.949242,no
CG14891,chr3R:12397204-12399580,warm,cold,OK,39.5536,41.5469,0.0709297,0.264743,0.6025,0.752392,no
CG14892,chr3R:12420135-12430583,warm,cold,OK,2.65031,1.01648,-1.38258,-1.31069,0.00575,0.0182554,yes
npf,chr3R:12434941-12440196,warm,cold,OK,12.2566,3.26805,-1.90706,-1.86743,0.0224,0.0588243,no
CG17562,chr3R:12441030-12442876,warm,cold,OK,22.7185,61.2817,1.43159,6.52292,5.00E-05,0.000245228,yes
CG17560,chr3R:12443671-12445600,warm,cold,OK,47.7356,297.734,2.64089,1.37601,0.0006,0.00244552,yes
CG14893,chr3R:12446499-12448424,warm,cold,OK,3.85841,7.34972,0.929684,2.80912,5.00E-05,0.000245228,yes
Fas1,chr3R:12450959-12465501,warm,cold,OK,163.638,138.987,-0.235554,-0.893205,0.04365,0.102228,no
nonA-l,chr3R:12465926-12468834,warm,cold,OK,11.5361,9.83212,-0.230586,-0.815383,0.06005,0.133746,no
CG10326,chr3R:12469268-12472726,warm,cold,OK,53.3821,63.102,0.24133,0.91015,0.0382,0.0913831,no
Cctgamma,chr3R:12473309-12481448,warm,cold,OK,14.0989,39.4036,1.48275,3.88252,5.00E-05,0.000245228,yes
Glut3,chr3R:12614032-12615743,warm,cold,OK,31.5246,30.439,-0.0505576,-0.233667,0.64955,0.787454,no
iab-4,chr3R:12656837-12748953,warm,cold,NOTEST,0.0356498,0.176698,2.30932,0,1,1,no
CR43617,chr3R:12656837-12748953,warm,cold,NOTEST,0.0651811,0.0952856,0.547804,0,1,1,no
VhaM9.7-d,chr3R:12800867-12803616,warm,cold,OK,52.2929,62.6849,0.261503,0.774613,0.3202,0.489557,no
"CG31274,MESK4",chr3R:12813920-12817752,warm,cold,NOTEST,0.0176973,0.218513,3.62612,0,1,1,no
CG31274,chr3R:12818534-12821825,warm,cold,NOTEST,0,0.128385,inf,0,1,1,no
CG3534,chr3R:12822146-12828090,warm,cold,OK,16.8655,42.8226,1.3443,4.52377,5.00E-05,0.000245228,yes
Irc,chr3R:12828380-12833623,warm,cold,OK,61.7479,226.695,1.87629,7.79264,5.00E-05,0.000245228,yes
CG8907,chr3R:12833990-12838255,warm,cold,OK,16.4555,13.4233,-0.293826,-1.10022,0.0163,0.0449314,yes
Pxd,chr3R:12840297-12853713,warm,cold,OK,0.0682794,12.5111,7.51754,2.91391,0.0011,0.00425041,yes
CG5225,chr3R:12854414-12856423,warm,cold,NOTEST,0.0727581,0.484461,2.7352,0,1,1,no
CG31268,chr3R:12857523-12859237,warm,cold,NOTEST,0.029721,0.0318465,0.0996545,0,1,1,no
CG5220,chr3R:12866401-12868930,warm,cold,OK,12.7872,12.0869,-0.081251,-0.25295,0.6444,0.783826,no
Patr-1,chr3R:12869289-12874156,warm,cold,OK,9.43001,13.7681,0.545994,2.06212,5.00E-05,0.000245228,yes
"Dad,mRpS11",chr3R:12879728-12905665,warm,cold,OK,39.1576,35.7935,-0.129596,-0.346376,0.5197,0.683679,no
kuk,chr3R:12905954-12910503,warm,cold,OK,17.0397,13.6196,-0.323219,-1.19242,0.00655,0.0203311,yes
GckIII,chr3R:12911255-12913710,warm,cold,OK,17.7333,14.3057,-0.309866,-1.29126,0.0084,0.025277,yes
cal1,chr3R:12914001-12951184,warm,cold,OK,9.90637,2.41108,-2.03868,-1.33075,0.01965,0.0527751,no
CG34278,chr3R:12914001-12951184,warm,cold,NOTEST,0.290493,0.150826,-0.945619,0,1,1,no
CG42779,chr3R:12914001-12951184,warm,cold,NOTEST,0.558084,0,#NAME?,0,1,1,no
"CG31265,CG31269",chr3R:12951809-12956148,warm,cold,OK,16.2578,6.40797,-1.34319,-2.83829,5.00E-05,0.000245228,yes
CG31266,chr3R:12958383-12959441,warm,cold,OK,15.1831,6.68996,-1.1824,-4.03873,5.00E-05,0.000245228,yes
CG31267,chr3R:12959918-12961005,warm,cold,OK,30.5008,7.5339,-2.01738,-7.4568,5.00E-05,0.000245228,yes
CG5246,chr3R:12961832-12962917,warm,cold,OK,17.2019,1.89215,-3.18447,-7.85701,5.00E-05,0.000245228,yes
CG5255,chr3R:12963614-12964587,warm,cold,NOTEST,0.487753,0.242494,-1.00821,0,1,1,no
CG5265,chr3R:12964720-12966890,warm,cold,OK,68.5493,68.0067,-0.0114658,-0.0544209,0.90875,0.953256,no
Det,chr3R:12975388-12976177,warm,cold,OK,8.32414,5.07232,-0.714655,-1.98085,0.0029,0.0100375,yes
CG5285,chr3R:12976308-12977352,warm,cold,OK,2.24173,0.96305,-1.21893,-2.0153,0.00155,0.00577585,yes
CG5292,chr3R:12977582-13027852,warm,cold,OK,4.36308,4.50004,0.0445904,0.0607634,0.8888,0.94111,no
CG31418,chr3R:13109516-13110233,warm,cold,OK,66.2409,24.873,-1.41314,-6.54711,5.00E-05,0.000245228,yes
CG31419,chr3R:13110388-13111105,warm,cold,OK,38.3116,25.003,-0.615681,-2.76823,5.00E-05,0.000245228,yes
CR43490,chr3R:13113509-13114540,warm,cold,NOTEST,1.02207,0.459306,-1.15396,0,1,1,no
"lute,sds22",chr3R:13200554-13218786,warm,cold,OK,47.9373,45.0345,-0.0901181,-0.291143,0.5139,0.679376,no
CG42798,chr3R:13232399-13233256,warm,cold,OK,11.3854,2.09005,-2.44558,-3.17325,5.00E-05,0.000245228,yes
CG17283,chr3R:13233597-13235182,warm,cold,NOTEST,0.167694,0.178745,0.0920712,0,1,1,no
CG5860,chr3R:13235340-13236562,warm,cold,OK,6.11066,0.574121,-3.4119,-5.37298,5.00E-05,0.000245228,yes
CG5863,chr3R:13236829-13238402,warm,cold,NOTEST,0.967017,0.213256,-2.18096,0,1,1,no
"CG42821,CG42822",chr3R:13238718-13240679,warm,cold,OK,56.4319,20.3659,-1.47036,-5.78753,5.00E-05,0.000245228,yes
CG5866,chr3R:13241460-13242227,warm,cold,NOTEST,0.450089,1.26293,1.4885,0,1,1,no
CG33333,chr3R:13243188-13243764,warm,cold,OK,8.80291,8.53253,-0.0450066,-0.144891,0.84235,0.914538,no
CG42834,chr3R:13244480-13245016,warm,cold,NOTEST,0.057419,0.196417,1.77432,0,1,1,no
CG42835,chr3R:13246359-13246711,warm,cold,NOTEST,0.275406,0,#NAME?,0,1,1,no
CG5873,chr3R:13251489-13272221,warm,cold,OK,0.935961,1.92559,1.04078,2.26886,5.00E-05,0.000245228,yes
CG5840,chr3R:13360536-13365685,warm,cold,OK,39.5528,23.3271,-0.761774,-2.58989,5.00E-05,0.000245228,yes
SF1,chr3R:13366067-13370870,warm,cold,OK,20.1669,19.3099,-0.0626487,-0.236807,0.58645,0.740107,no
"CG18139,Hmx",chr3R:13384651-13394126,warm,cold,NOTEST,0.436438,0.0460366,-3.24492,0,1,1,no
CG7587,chr3R:13420107-13420779,warm,cold,NOTEST,0.17562,0.305156,0.797086,0,1,1,no
Sgs5,chr3R:13421083-13421834,warm,cold,NOTEST,0,0.0941263,inf,0,1,1,no
CG7606,chr3R:13422257-13422639,warm,cold,NOTEST,0,0.169158,inf,0,1,1,no
sll,chr3R:13431827-13434263,warm,cold,OK,15.3799,16.3484,0.0881047,0.330972,0.4757,0.645332,no
CG14329,chr3R:13435080-13436255,warm,cold,NOTEST,0.420942,0.0735584,-2.51666,0,1,1,no
CG34281,chr3R:13438696-13439013,warm,cold,NOTEST,0.590495,1.18671,1.00698,0,1,1,no
CG14327,chr3R:13439557-13440655,warm,cold,NOTEST,0.0722715,0.596423,3.04484,0,1,1,no
CG14326,chr3R:13444821-13445410,warm,cold,NOTEST,0,0.415404,inf,0,1,1,no
AttD,chr3R:13450989-13451808,warm,cold,NOTEST,0.077661,0.882246,3.50592,0,1,1,no
CG14325,chr3R:13452848-13454734,warm,cold,NOTEST,0.110063,0.0704381,-0.643901,0,1,1,no
CG43175,chr3R:13470408-13470981,warm,cold,OK,7.79435,12.8989,0.726746,2.41695,0.00425,0.0140951,yes
CG14322,chr3R:13473238-13496679,warm,cold,OK,9.30627,8.23794,-0.17592,-0.513105,0.2586,0.419639,no
ald,chr3R:13496992-13510637,warm,cold,OK,3.48858,3.5341,0.0186994,0.0183329,0.9699,0.982788,no
CG7655,chr3R:13496992-13510637,warm,cold,OK,4.92112,5.55799,0.175579,0.140595,0.80345,0.890712,no
CG31360,chr3R:13510688-13512903,warm,cold,OK,21.8473,13.9303,-0.649235,-1.30947,0.00495,0.0160651,yes
Pxt,chr3R:13545175-13548677,warm,cold,NOTEST,0.156653,0.26684,0.768403,0,1,1,no
Lgr1,chr3R:13551498-13558929,warm,cold,OK,7.72072,11.4958,0.574301,2.1366,5.00E-05,0.000245228,yes
CG14321,chr3R:13559319-13560103,warm,cold,OK,2.9708,5.58544,0.910817,2.14358,0.00125,0.00475845,yes
TyrRII,chr3R:13562332-13572054,warm,cold,NOTEST,0.994635,0.524708,-0.922651,0,1,1,no
CG7713,chr3R:13620787-13624063,warm,cold,OK,12.7185,17.1527,0.431505,1.14635,0.05165,0.117812,no
tinc,chr3R:13637262-13698229,warm,cold,OK,2.92452,2.73301,-0.0977093,-0.33219,0.46055,0.631227,no
CG12347,chr3R:13698330-13742300,warm,cold,OK,25.4144,26.7901,0.0760501,0.100843,0.8209,0.901602,no
CG43445,chr3R:13698330-13742300,warm,cold,NOTEST,0,0,0,0,1,1,no
"CG42457,cpo",chr3R:13745531-13844614,warm,cold,OK,21.7185,30.5026,0.490013,1.98368,5.00E-05,0.000245228,yes
DNaseII,chr3R:13845096-13846883,warm,cold,OK,29.2895,22.064,-0.408693,-1.76278,0.00085,0.00336809,yes
"CG7785,CG7794",chr3R:13847321-13851108,warm,cold,OK,79.2067,77.9146,-0.0237294,-0.105303,0.81815,0.899584,no
CG14317,chr3R:13906842-13908189,warm,cold,NOTEST,0.0196014,0,#NAME?,0,1,1,no
sr,chr3R:13916524-13959471,warm,cold,OK,2.47232,3.33743,0.432869,1.29263,0.0036,0.0121821,yes
CG14316,chr3R:13977841-13979364,warm,cold,OK,35.9175,38.9653,0.117504,0.533537,0.2957,0.462263,no
CG14315,chr3R:13984422-13985193,warm,cold,OK,3.51552,5.00182,0.508715,1.2723,0.04805,0.110928,no
Cbp20,chr3R:13990382-13993069,warm,cold,OK,19.908,15.1503,-0.394001,-0.538691,0.4337,0.605018,no
PP2A-B',chr3R:13993478-14009252,warm,cold,OK,52.0925,61.6482,0.242983,0.819957,0.0629,0.139124,no
